name,longitude,latitude,location,ref,man_made,operator,source,url,height,ele,communications_transponder:frequency,communications_transponder:tone,communications_transponder:modulation,communications_transponder:access,communications_transponder:service,communications_transponder:polarisation,communications_transponder:power,comment
W6EEN,-116.28,33.74,"Bermuda",W6EEN,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Dunes,107.2,NFM,Public,AMATEUR,,,"offset=224.24MHz"
W6DRA,-116.37,33.72,"Palm",W6DRA,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Desert,156.7,NFM,Public,AMATEUR,,,"offset=224.92MHz"
WB6WLV,-116.42,32.87,"Mt",WB6WLV,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Laguna,107.2,NFM,Public,AMATEUR,,,"offset=224.06MHz"
KC6YLK,-116.43,34.11,"Yucca",KC6YLK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Valley,136.5,NFM,Public,AMATEUR,,,"offset=224.74MHz"
KD7LXW,-116.5,43.87,"Emmett",KD7LXW,communications_transponder,,http://www.poi-factory.com/node/2227,,,,224.88,100,NFM,Public,AMATEUR,,,"offset=-"
WA6RKK,-116.88,33.32,"Palomar",WA6RKK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Mtn,107.2,NFM,Public,AMATEUR,,,"offset=223.98MHz"
KK6KD,-116.88,33.32,"Palomar",KK6KD,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Mtn,107.2,NFM,Public,AMATEUR,,,"offset=224.38MHz"
WD6HFR,-116.88,33.32,"Palomar",WD6HFR,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Mtn,107.2,NFM,Public,AMATEUR,,,"offset=224.9MHz"
W6BBL,-116.91,34.24,"Big",W6BBL,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Bear,162.2,NFM,Public,AMATEUR,,,"offset=none"
WA6BGS,-116.96,32.79,"El",WA6BGS,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Cajon,107.2,NFM,Public,AMATEUR,,,"offset=224.08MHz"
WB6SYD,-116.96,32.79,"El",WB6SYD,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Cajon,127.3,NFM,Public,AMATEUR,,,"offset=224.62MHz"
KF6ABO,-116.97,33.75,"Hemet",KF6ABO,communications_transponder,,http://www.poi-factory.com/node/2227,,,,224.12,110.9,NFM,Public,AMATEUR,,,"offset=-"
KN6KM,-116.97,32.66,"Mt",KN6KM,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Otay,107.2,NFM,Public,AMATEUR,,,"offset=223.86MHz"
N6ICC,-116.97,32.66,"Mt",N6ICC,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Otay,107.2,NFM,Public,AMATEUR,,,"offset=224.2MHz"
N6VVZ,-116.97,32.66,"Mt",N6VVZ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Otay,107.2,NFM,Public,AMATEUR,,,"offset=224.26MHz"
W6CRC,-116.97,32.66,"Mt",W6CRC,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Otay,107.2,NFM,Public,AMATEUR,,,"offset=224.68MHz"
WR6AZN,-117.02,34.9,"Barstow",WR6AZN,communications_transponder,,http://www.poi-factory.com/node/2227,,,,224.04,156.7,NFM,Public,AMATEUR,,,"offset=-"
WA6HYQ,-117.02,32.77,"La",WA6HYQ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Mesa,107.2,NFM,Public,AMATEUR,,,"offset=223.88MHz"
KK6KD,-117.08,32.64,"Chula",KK6KD,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Vista,107.2,NFM,Public,AMATEUR,,,"offset=224.94MHz"
WB6IVS,-117.11,34.21,"Running",WB6IVS,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Sprgs,110.9,NFM,Public,AMATEUR,,,"offset=224.56MHz"
WD6APP,-117.16,32.72,"San",WD6APP,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Diego,107.2,NFM,Public,AMATEUR,,,"offset=223.96MHz"
W6GIC,-117.16,32.72,"San",W6GIC,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Diego,107.2,NFM,Public,AMATEUR,,,"offset=224.74MHz"
KD6GNB,-117.16,32.72,"San",KD6GNB,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Diego,107.2,NFM,Public,AMATEUR,,,"offset=224.92MHz"
N6KZB,-117.22,34.23,"Rim",N6KZB,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Forest,110.9,NFM,Public,AMATEUR,,,"offset=224.26MHz"
KC6YLK,-117.23,33.78,"Perris",KC6YLK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,224.24,82.5,NFM,Public,AMATEUR,,,"offset=-"
KC6YLK,-117.23,33.78,"Perris",KC6YLK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,224.24,82.5,NFM,Public,AMATEUR,,,"offset=-"
K6AFN,-117.27,33.89,"March",K6AFN,communications_transponder,,http://www.poi-factory.com/node/2227,,,,AFB,100,NFM,Public,AMATEUR,,,"offset=223.96MHz"
N6QCU,-117.28,34.24,"Crestline",N6QCU,communications_transponder,,http://www.poi-factory.com/node/2227,,,,224.2,,NFM,Public,AMATEUR,,,"offset=-"
W6JBT,-117.28,34.24,"Crestline",W6JBT,communications_transponder,,http://www.poi-factory.com/node/2227,,,,224.86,77,NFM,Public,AMATEUR,,,"offset=-"
W6JBT,-117.28,34.24,"Crestline",W6JBT,communications_transponder,,http://www.poi-factory.com/node/2227,,,,224.86,77,NFM,Public,AMATEUR,,,"offset=-"
K7GIL,-117.29,34.54,"Victorville",K7GIL,communications_transponder,,http://www.poi-factory.com/node/2227,,,,223.84,156.7,NFM,Public,AMATEUR,,,"offset=-"
W6TJ,-117.3,33.95,"Box",W6TJ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Springs,110.9,NFM,Public,AMATEUR,,,"offset=224.46MHz"
W6TJ,-117.3,33.95,"Box",W6TJ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Springs,110.9,NFM,Public,AMATEUR,,,"offset=224.46MHz"
K6TSG,-117.39,34.46,"Sunset",K6TSG,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Ridge,,NFM,Public,AMATEUR,,,"offset=224MHz"
KB6MQQ,-117.39,34.46,"Sunset",KB6MQQ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Ridge,,NFM,Public,AMATEUR,,,"offset=224.06MHz"
AD6XK,-117.39,34.46,"Sunset",AD6XK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Ridge,71.9,NFM,Public,AMATEUR,,,"offset=224.16MHz"
AD6XK,-117.39,34.46,"Sunset",AD6XK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Ridge,71.9,NFM,Public,AMATEUR,,,"offset=224.16MHz"
KA6RVK,-117.4,33.95,"Riverside",KA6RVK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,224.98,,NFM,Public,AMATEUR,,,"offset=-"
