name,longitude,latitude,location,ref,man_made,operator,source,url,height,ele,communications_transponder:frequency,communications_transponder:tone,communications_transponder:modulation,communications_transponder:access,communications_transponder:service,communications_transponder:polarisation,communications_transponder:power,comment
N0KP,-93.3783,44.67419,"Credit",N0KP,communications_transponder,,http://www.poi-factory.com/node/2227,,,,River,,NFM,Public,AMATEUR,,,"offset=29.62MHz"
K0LAV,-93.01231,45.0827,"White",K0LAV,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Bear,,NFM,Public,AMATEUR,,,"offset=none"
KA0JZV,-92.09371,46.79451,"Duluth",KA0JZV,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,,NFM,Public,AMATEUR,,,"offset=-"
WA5YOU,-92.07711,32.104671,"Columbia",WA5YOU,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.65,94.8,NFM,Public,AMATEUR,,,"offset=-"
KB9JVU,-90.654694,39.885078,"Versailles",KB9JVU,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,103.5,NFM,Public,AMATEUR,,,"offset=-"
K9KE,-90.18367,38.955109,"Godfrey",K9KE,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,,NFM,Public,AMATEUR,,,"offset=-"
K9KE,-90.18367,38.955109,"Godfrey",K9KE,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.66,,NFM,Public,AMATEUR,,,"offset=-"
W5GAD,-90.15274,29.984089,"Metairie",W5GAD,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,151.4,NFM,Public,AMATEUR,,,"offset=-"
N5OMG,-90.075119,29.95439,"New",N5OMG,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Orleans,,NFM,Public,AMATEUR,,,"offset=29.68MHz"
W4ZJM,-90.045456,35.148769,"Memphis",W4ZJM,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,,NFM,Public,AMATEUR,,,"offset=-"
AA9MZ,-89.883011,38.730007,"Troy",AA9MZ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.64,,NFM,Public,AMATEUR,,,"offset=-"
AA9ME,-89.793655,38.490337,"Mascoutah",AA9ME,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,,NFM,Public,AMATEUR,,,"offset=-"
KB5MPW,-89.33004,30.308689,"Bay",KB5MPW,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Saint,136.5,NFM,Public,AMATEUR,,,"offset=none"
K9AMJ,-89.093742,42.270962,"Rockford",K9AMJ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,118.8,NFM,Public,AMATEUR,,,"offset=-"
WB4GMQ,-87.683823,30.40641,"Foley",WB4GMQ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.66,118.8,NFM,Public,AMATEUR,,,"offset=-"
KB9KRI,-87.0606,41.473492,"Valparaiso",KB9KRI,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.64,131.8,NFM,Public,AMATEUR,,,"offset=-"
KR4UD,-86.811058,33.285561,"Pelham",KR4UD,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.66,100,NFM,Public,AMATEUR,,,"offset=-"
W4CAT,-86.446831,36.388203,"Gallatin",W4CAT,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.64,107.2,NFM,Public,AMATEUR,,,"offset=-"
N8DNZ,-86.106781,33.434952,"Talladega",N8DNZ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,103.7,NFM,Public,AMATEUR,,,"offset=-"
N9JHQ,-85.976288,41.681541,"Elkhart",N9JHQ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,131.8,NFM,Public,AMATEUR,,,"offset=-"
KK4CZ,-85.758789,38.253269,"Louisville",KK4CZ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.64,,NFM,Public,AMATEUR,,,"offset=-"
N4BZJ,-84.96862,34.76965,"Dalton",N4BZJ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,,NFM,Public,AMATEUR,,,"offset=-"
KA4UHL,-84.860497,37.092129,"Ingle",KA4UHL,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,146.2,NFM,Public,AMATEUR,,,"offset=-"
KD8C,-84.310043,39.36145,"Mason",KD8C,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,,NFM,Public,AMATEUR,,,"offset=-"
AJ4D,-84.294113,35.362862,"Tellico",AJ4D,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Plains,146.2,NFM,Public,AMATEUR,,,"offset=29.62MHz"
WF8M,-84.191658,39.75877,"Dayton",WF8M,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.64,,NFM,Public,AMATEUR,,,"offset=-"
AI8H,-84.017929,33.667068,"Conyers",AI8H,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,,NFM,Public,AMATEUR,,,"offset=-"
K4XYZ,-83.88736,37.08939,"Buck",K4XYZ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Horn,103.5,NFM,Public,AMATEUR,,,"offset=none"
114.8,-83.725479,42.270828,"Ann",114.8,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Arbor,WD8DPA,NFM,Public,AMATEUR,,,"offset=29.64MHz"
KQ4XL,-83.712326,33.794868,"Monroe",KQ4XL,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,,NFM,Public,AMATEUR,,,"offset=-"
KF4XH,-83.632538,32.840538,"Macon",KF4XH,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,,NFM,Public,AMATEUR,,,"offset=-"
W8HHF,-83.555122,41.66391,"Toledo",W8HHF,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,,NFM,Public,AMATEUR,,,"offset=-"
WB4NKM,-82.830872,36.163219,"Greeneville",WB4NKM,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.64,,NFM,Public,AMATEUR,,,"offset=-"
K4LK,-82.679527,27.770969,"St",K4LK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Petersburg,,NFM,Public,AMATEUR,,,"offset=29.68MHz"
KA2MBE,-82.139519,29.187021,"Ocala",KA2MBE,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,,NFM,Public,AMATEUR,,,"offset=-"
W4COJ,-81.91774,30.69095,"Hilliard",W4COJ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,,NFM,Public,AMATEUR,,,"offset=-"
K2SSE,-81.67569,28.59997,"Montverde",K2SSE,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,,NFM,Public,AMATEUR,,,"offset=-"
NS4R,-81.656197,30.332239,"Jacksonville",NS4R,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.64,103.5,NFM,Public,AMATEUR,,,"offset=-"
WB8CQV,-81.631523,38.350491,"Charleston",WB8CQV,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.64,203.5,NFM,Public,AMATEUR,,,"offset=-"
W8NP,-81.52198,40.79678,"Massillon",W8NP,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.64,103.5,NFM,Public,AMATEUR,,,"offset=-"
KA8OTX,-81.188103,37.777931,"Beckley",KA8OTX,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,,NFM,Public,AMATEUR,,,"offset=-"
KE4QOX,-81.188103,37.777931,"Beckley",KE4QOX,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,88.5,NFM,Public,AMATEUR,,,"offset=-"
KC4XE,-81.161308,36.145851,"Wilkesboro",KC4XE,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,,NFM,Public,AMATEUR,,,"offset=-"
N4LEM,-80.74221,28.386209,"Cocoa",N4LEM,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.64,,NFM,Public,AMATEUR,,,"offset=-"
WA8YWO,-80.532936,38.224312,"Richwood",WA8YWO,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.66,100,NFM,Public,AMATEUR,,,"offset=-"
W4GL,-80.341713,33.920399,"Sumter",W4GL,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.66,,NFM,Public,AMATEUR,,,"offset=-"
KM4ZT,-80.193565,25.774111,"Miami",KM4ZT,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,,NFM,Public,AMATEUR,,,"offset=-"
W4HN,-80.193565,25.774111,"Miami",W4HN,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.64,,NFM,Public,AMATEUR,,,"offset=-"
WB4TWQ,-80.193565,25.774111,"Miami",WB4TWQ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.66,,NFM,Public,AMATEUR,,,"offset=-"
KA4ZAY,-80.193565,25.774111,"Miami",KA4ZAY,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,103.5,NFM,Public,AMATEUR,,,"offset=-"
W3MIE,-80.15152,41.641151,"Meadeville",W3MIE,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.64,,NFM,Public,AMATEUR,,,"offset=-"
WW4DC,-80.084167,35.88179,"Thomasville",WW4DC,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,88.5,NFM,Public,AMATEUR,,,"offset=-"
WA4FM,-80.053452,26.71431,"West",WA4FM,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Palm,,NFM,Public,AMATEUR,,,"offset=none"
K3CFY,-79.701431,40.324039,"Irwin",K3CFY,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,,NFM,Public,AMATEUR,,,"offset=-"
N1RS,-79.566254,40.58152,"Apollo",N1RS,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,141.3,NFM,Public,AMATEUR,,,"offset=-"
N1RS,-79.566254,40.58152,"Apollo",N1RS,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,131.8,NFM,Public,AMATEUR,,,"offset=419.62MHz"
N2ISQ,-79.423637,42.196991,"Maple",N2ISQ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Springs,,NFM,Public,AMATEUR,,,"offset=29.62MHz"
W3BMD,-79.153381,40.62159,"Indiana",W3BMD,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.66,,NFM,Public,AMATEUR,,,"offset=-"
WB2JQK,-78.737869,42.629089,"Boston",WB2JQK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,107.2,NFM,Public,AMATEUR,,,"offset=-0.1MHz"
WB4IUY,-78.314629,35.824299,"Zebulon",WB4IUY,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,,NFM,Public,AMATEUR,,,"offset=-"
N4JEH,-77.79155,35.93821,"Rocky",N4JEH,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Mount,,NFM,Public,AMATEUR,,,"offset=29.66MHz"
WR2AHL,-77.746086,42.911888,"Avon",WR2AHL,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,,NFM,Public,AMATEUR,,,"offset=-"
KA4DCS,-77.735077,38.96825,"Middleburg",KA4DCS,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,146.2,NFM,Public,AMATEUR,,,"offset=-"
N2HJD,-77.615967,43.154438,"Rochester",N2HJD,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,123,NFM,Public,AMATEUR,,,"offset=-"
K4GRW,-76.858994,34.785671,"Newport",K4GRW,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.66,,NFM,Public,AMATEUR,,,"offset=-"
W3HZU,-76.72908,39.962959,"York",W3HZU,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,123,NFM,Public,AMATEUR,,,"offset=-0.1MHz"
W3PS,-75.35585,39.849689,"Chester",W3PS,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,162.2,NFM,Public,AMATEUR,,,"offset=-0.1MHz"
K2NK,-75.129051,42.17086,"Walton",K2NK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.66,107.2,NFM,Public,AMATEUR,,,"offset=-"
KQ2H,-74.485939,41.57637,"Wurtsburo",KQ2H,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,146.2,NFM,Public,AMATEUR,,,"offset=-"
KC2ENI,-74.005806,40.71463,"Manhattan",KC2ENI,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.66,88.5,NFM,Public,AMATEUR,,,"offset=-0.1MHz"
N2JFS,-73.949539,40.650799,"Brooklyn",N2JFS,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.68,136.5,NFM,Public,AMATEUR,,,"offset=-0.1MHz"
N2ACF,-73.918381,41.090481,"Nyack",N2ACF,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.64,114.8,NFM,Public,AMATEUR,,,"offset=-0.1MHz"
K2HR,-73.73439,41.37215,"Mahopac",K2HR,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.66,74.4,NFM,Public,AMATEUR,,,"offset=-"
W1OJ,-71.608612,42.433342,"Bolton",W1OJ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,29.62,131.8,NFM,Public,AMATEUR,,,"offset=-0.1MHz"
