name,longitude,latitude,location,ref,man_made,operator,source,url,height,ele,communications_transponder:frequency,communications_transponder:tone,communications_transponder:modulation,communications_transponder:access,communications_transponder:service,communications_transponder:polarisation,communications_transponder:power,comment
W4EBM,-78.878487,35.052631,"Fayetteville",W4EBM,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.81,,NFM,Public,AMATEUR,,,"offset=-1MHz"
KE3DR,-78.780006,40.662979,"Barnesboro",KE3DR,communications_transponder,,http://www.poi-factory.com/node/2227,,,,52.9,141.3,NFM,Public,AMATEUR,,,"offset=-0.5MHz"
N3HAO,-78.653191,41.074638,"Rockton",N3HAO,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.07,,NFM,Public,AMATEUR,,,"offset=-1MHz"
K4ITL,-78.638474,35.772888,"Raleigh",K4ITL,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.03,,NFM,Public,AMATEUR,,,"offset=-1MHz"
W4BAD,-78.638474,35.772888,"Raleigh",W4BAD,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.19,,NFM,Public,AMATEUR,,,"offset=-1MHz"
N2ISQ,-78.629532,42.027321,"Limestone",N2ISQ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.31,127.3,NFM,Public,AMATEUR,,,"offset=-1MHz"
KB4YKV,-78.525398,37.5686,"Amelia",KB4YKV,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Courths,,NFM,Public,AMATEUR,,,"offset=53.11MHz"
K8GP,-78.525398,37.5686,"Bull",K8GP,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Run,,NFM,Public,AMATEUR,,,"offset=none"
KB4YFV,-78.525398,37.5686,"Whitetop",KB4YFV,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Mtn,,NFM,Public,AMATEUR,,,"offset=53.65MHz"
WB2JPQ,-78.479149,42.489311,"Delevan",WB2JPQ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,51.62,88.5,NFM,Public,AMATEUR,,,"offset=-0.5MHz"
KD4MYE,-78.474319,36.024899,"Youngsville",KD4MYE,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.37,,NFM,Public,AMATEUR,,,"offset=-1MHz"
W4TLP,-78.323982,34.99749,"Clinton",W4TLP,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.33,,NFM,Public,AMATEUR,,,"offset=-1MHz"
KE4SFU,-78.292572,37.274021,"Rice",KE4SFU,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.17,,NFM,Public,AMATEUR,,,"offset=-1MHz"
AD4CG,-78.257713,38.38018,"Madison",AD4CG,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.91,100,NFM,Public,AMATEUR,,,"offset=-1MHz"
N4MDK,-78.194771,38.916969,"Front",N4MDK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Royal,141.3,NFM,Public,AMATEUR,,,"offset=51.94MHz"
AD4DN,-77.945023,34.22654,"Wilmington",AD4DN,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.43,88.5,NFM,Public,AMATEUR,,,"offset=-1MHz"
WB3R,-77.944817,37.363342,"Amelia",WB3R,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.39,,NFM,Public,AMATEUR,,,"offset=-1MHz"
KB4MIC,-77.88958,37.770599,"Gum",KB4MIC,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Spring,203.5,NFM,Public,AMATEUR,,,"offset=53.07MHz"
N3KZ,-77.818497,40.914299,"Camelback",N3KZ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Mtn,131.8,NFM,Public,AMATEUR,,,"offset=53.79MHz"
N4JEH,-77.79155,35.93821,"Rocky",N4JEH,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Mount,,NFM,Public,AMATEUR,,,"offset=53.05MHz"
W3AY,-77.679039,37.725761,"Rockville",W3AY,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.87,,NFM,Public,AMATEUR,,,"offset=-1MHz"
N2HJD,-77.615967,43.154438,"Rochester",N2HJD,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.33,123,NFM,Public,AMATEUR,,,"offset=-1MHz"
WR2AHL,-77.615967,43.154438,"Rochester",WR2AHL,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.43,,NFM,Public,AMATEUR,,,"offset=-1MHz"
WR2AHL,-77.615967,43.154438,"Rochester",WR2AHL,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.63,,NFM,Public,AMATEUR,,,"offset=-1MHz"
W1ZFB,-77.589508,38.201118,"Spotsylvania",W1ZFB,communications_transponder,,http://www.poi-factory.com/node/2227,,,,51.86,127.3,NFM,Public,AMATEUR,,,"offset=-0.5MHz"
K4SER,-77.535919,35.896839,"Tarboro",K4SER,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.11,,NFM,Public,AMATEUR,,,"offset=-1MHz"
KD4SUU,-77.506027,37.377048,"Chesterfield",KD4SUU,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.43,,NFM,Public,AMATEUR,,,"offset=-1MHz"
N3NRI,-77.489861,39.710701,"Cascade",N3NRI,communications_transponder,,http://www.poi-factory.com/node/2227,,,,51.96,,NFM,Public,AMATEUR,,,"offset=-0.5MHz"
K3MAD,-77.410957,39.414158,"Frederick",K3MAD,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.99,123,NFM,Public,AMATEUR,,,"offset=-1MHz"
K5JMP,-77.408188,38.422058,"Stafford",K5JMP,communications_transponder,,http://www.poi-factory.com/node/2227,,,,51.9,,NFM,Public,AMATEUR,,,"offset=-0.5MHz"
NV4FM,-77.231049,38.91835,"Tysons",NV4FM,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Corner,,NFM,Public,AMATEUR,,,"offset=53.61MHz"
W3AY,-77.209229,39.017757,"Potomac",W3AY,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.87,,NFM,Public,AMATEUR,,,"offset=-1MHz"
W3AY,-77.152649,39.084198,"Rockville",W3AY,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.87,,NFM,Public,AMATEUR,,,"offset=-1MHz"
K4SER,-77.055931,35.854542,"Williamston",K4SER,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.31,,NFM,Public,AMATEUR,,,"offset=-1MHz"
WA4CCF,-77.047028,38.805038,"Alexandria",WA4CCF,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.13,107.2,NFM,Public,AMATEUR,,,"offset=170.09MHz"
WA4CCF,-77.047028,38.805038,"Alexandria",WA4CCF,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.13,107.2,NFM,Public,AMATEUR,,,"offset=-1MHz"
53.31,-77.036758,38.895222,"Washington",53.31,communications_transponder,,http://www.poi-factory.com/node/2227,,,,,DC,NFM,Public,AMATEUR,,,"offset=-1MHz"
N3NXC,-77.017693,41.943062,"Jackson",N3NXC,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Summit,,NFM,Public,AMATEUR,,,"offset=53.75MHz"
KF4IXW,-76.913727,35.134392,"Reelsboro",KF4IXW,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.09,162.2,NFM,Public,AMATEUR,,,"offset=-1MHz"
W3ND,-76.884727,40.273579,"Harrisburg",W3ND,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.01,123,NFM,Public,AMATEUR,,,"offset=-1MHz"
W2AC,-76.820999,42.129452,"Elmira",W2AC,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Heights,,NFM,Public,AMATEUR,,,"offset=53.69MHz"
W3HZU,-76.72908,39.962959,"York",W3HZU,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.97,123,NFM,Public,AMATEUR,,,"offset=-1MHz"
K2INH,-76.564629,42.932499,"Auburn",K2INH,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.05,71.9,NFM,Public,AMATEUR,,,"offset=-1MHz"
WB3DUC,-76.454597,41.00304,"Bloomsburg",WB3DUC,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.13,131.8,NFM,Public,AMATEUR,,,"offset=-1MHz"
WA3UMY,-76.454033,38.266441,"Lexington",WA3UMY,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Park,,NFM,Public,AMATEUR,,,"offset=53.03MHz"
KT4QW,-76.430367,36.977749,"Newport",KT4QW,communications_transponder,,http://www.poi-factory.com/node/2227,,,,News,100,NFM,Public,AMATEUR,,,"offset=53.25MHz"
N3TJJ,-76.406288,40.273293,"Cornwall",N3TJJ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.85,114.8,NFM,Public,AMATEUR,,,"offset=-1MHz"
WA4OHX,-76.34549,37.030151,"Hampton",WA4OHX,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.89,,NFM,Public,AMATEUR,,,"offset=-1MHz"
N3JPV,-76.233597,41.054779,"Berwick",N3JPV,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.59,77,NFM,Public,AMATEUR,,,"offset=-1MHz"
N2TUF,-76.147346,43.04813,"Syracuse",N2TUF,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.01,,NFM,Public,AMATEUR,,,"offset=-1MHz"
WA3PYI,-76.060799,41.56353,"Mehoopany",WA3PYI,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.35,,NFM,Public,AMATEUR,,,"offset=-1MHz"
WB3FKQ,-75.84613,41.267078,"Wilkes-Barre",WB3FKQ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.81,82.5,NFM,Public,AMATEUR,,,"offset=-1MHz"
N3EVW,-75.822678,41.393421,"Ransom",N3EVW,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.43,,NFM,Public,AMATEUR,,,"offset=-1MHz"
N3KZ,-75.738052,40.317181,"Earlville",N3KZ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.87,131.8,NFM,Public,AMATEUR,,,"offset=-1MHz"
N3NNA,-75.47155,38.38715,"Parsonsburg",N3NNA,communications_transponder,,http://www.poi-factory.com/node/2227,,,,51.84,,NFM,Public,AMATEUR,,,"offset=-0.5MHz"
AA3RE,-75.46489,40.256317,"Schwenksville",AA3RE,communications_transponder,,http://www.poi-factory.com/node/2227,,,,51.94,88.5,NFM,Public,AMATEUR,,,"offset=-0.5MHz"
W3PHL,-75.456932,40.099682,"Valley",W3PHL,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Forge,,NFM,Public,AMATEUR,,,"offset=53.41MHz"
K2KQZ,-75.4347,41.740078,"Pleasant",K2KQZ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Mount,136.5,NFM,Public,AMATEUR,,,"offset=53.07MHz"
N2KEJ,-75.412376,39.545738,"Quinton",N2KEJ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.71,74.4,NFM,Public,AMATEUR,,,"offset=-1MHz"
N3ACL,-75.407883,40.16011,"Eagleville",N3ACL,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.11,,NFM,Public,AMATEUR,,,"offset=-1MHz"
N3EJU,-75.387833,39.916668,"Media",N3EJU,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.27,131.8,NFM,Public,AMATEUR,,,"offset=-1MHz"
W3OK,-75.310471,40.740589,"Nazareth",W3OK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,51.76,151.4,NFM,Public,AMATEUR,,,"offset=-0.5MHz"
KA3ODJ,-75.254929,40.868587,"Pen",KA3ODJ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Argyl,203.5,NFM,Public,AMATEUR,,,"offset=53.57MHz"
N3LWY,-75.22084,40.688339,"Easton",N3LWY,communications_transponder,,http://www.poi-factory.com/node/2227,,,,51.82,88.5,NFM,Public,AMATEUR,,,"offset=-0.5MHz"
N3TXG,-75.206871,40.865849,"Bangor",N3TXG,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.95,131.8,NFM,Public,AMATEUR,,,"offset=-1MHz"
KA2QEP,-75.194878,40.904488,"North",KA2QEP,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Bangor,,NFM,Public,AMATEUR,,,"offset=53.83MHz"
N3KZ,-75.163773,39.95155,"Philadelphia",N3KZ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.89,131.8,NFM,Public,AMATEUR,,,"offset=-1MHz"
K3MFI,-75.099762,40.206768,"Warminster",K3MFI,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.37,131.8,NFM,Public,AMATEUR,,,"offset=-1MHz"
N3MSK,-74.913567,40.561249,"Cherryville",N3MSK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.25,146.2,NFM,Public,AMATEUR,,,"offset=-1MHz"
WA3BXW,-74.857727,40.179489,"Fairless",WA3BXW,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Hills,131.8,NFM,Public,AMATEUR,,,"offset=53.03MHz"
KA2PFL,-74.849548,39.723358,"WaterfordWks",KA2PFL,communications_transponder,,http://www.poi-factory.com/node/2227,,,,52.6,131.8,NFM,Public,AMATEUR,,,"offset=0.24MHz"
KC2AWM,-74.821648,42.54892,"Schenevus",KC2AWM,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.03,100,NFM,Public,AMATEUR,,,"offset=-1MHz"
WS2V,-74.735291,40.87048,"Budd",WS2V,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Lake,151.4,NFM,Public,AMATEUR,,,"offset=53.67MHz"
WR2M,-74.699203,40.281898,"Hopatcong",WR2M,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Boro,,NFM,Public,AMATEUR,,,"offset=53.39MHz"
WA3BXW,-74.646759,39.530121,"Egg",WA3BXW,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Harbor,131.8,NFM,Public,AMATEUR,,,"offset=53.91MHz"
WR2M,-74.617432,40.947598,"Lake",WR2M,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Hopatcong,146.2,NFM,Public,AMATEUR,,,"offset=53.39MHz"
K2NK,-74.614532,42.407478,"Stamford",K2NK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.27,107.2,NFM,Public,AMATEUR,,,"offset=-1MHz"
WA2SEI,-74.532654,42.155052,"Fleischmanns",WA2SEI,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.47,107.2,NFM,Public,AMATEUR,,,"offset=-1MHz"
N3IBX,-74.523514,40.13522,"Cream",N3IBX,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Ridge,,NFM,Public,AMATEUR,,,"offset=53.45MHz"
W2VER,-74.483902,41.197491,"Vernon",W2VER,communications_transponder,,http://www.poi-factory.com/node/2227,,,,51.72,136.5,NFM,Public,AMATEUR,,,"offset=-0.5MHz"
WB2BQW,-74.385162,41.673481,"Cragsmoor",WB2BQW,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.33,100,NFM,Public,AMATEUR,,,"offset=-1MHz"
N2CKH,-74.217842,40.097797,"Lakewood",N2CKH,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.43,131.8,NFM,Public,AMATEUR,,,"offset=-1MHz"
W2AEE,-74.144913,41.308121,"Harriman",W2AEE,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.17,136.5,NFM,Public,AMATEUR,,,"offset=-1MHz"
N2WCY,-74.118301,42.042622,"Woodstock",N2WCY,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.11,77,NFM,Public,AMATEUR,,,"offset=-1MHz"
W2MR,-74.043671,40.885769,"Hackensack",W2MR,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.35,,NFM,Public,AMATEUR,,,"offset=-1MHz"
N2NCP,-74.005806,40.71463,"Ashokan",N2NCP,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Rsvoir,103.5,NFM,Public,AMATEUR,,,"offset=51.76MHz"
W2SIX,-74.005806,40.71463,"Wethersfield",W2SIX,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.09,88.5,NFM,Public,AMATEUR,,,"offset=-1MHz"
K2ROB,-73.94982,41.49818,"Mount",K2ROB,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Beacon,114.8,NFM,Public,AMATEUR,,,"offset=53.31MHz"
N2ROW,-73.949539,40.650799,"Brooklyn",N2ROW,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.41,136.5,NFM,Public,AMATEUR,,,"offset=-1MHz"
N2ACF,-73.918381,41.090481,"Nyack",N2ACF,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.37,114.8,NFM,Public,AMATEUR,,,"offset=-1MHz"
W2GBO,-73.756927,42.653118,"Albany",W2GBO,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.41,100,NFM,Public,AMATEUR,,,"offset=-1MHz"
WA2LRE,-73.518433,44.09277,"Mineville",WA2LRE,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.35,123,NFM,Public,AMATEUR,,,"offset=-1MHz"
WA2LRE,-73.45327,44.69952,"Plattsburgh",WA2LRE,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.59,123,NFM,Public,AMATEUR,,,"offset=-1MHz"
K2CBA,-73.451019,42.769192,"Grafton",K2CBA,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.63,,NFM,Public,AMATEUR,,,"offset=-1MHz"
K2RBR,-73.451019,42.769192,"Grafton",K2RBR,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.81,,NFM,Public,AMATEUR,,,"offset=-1MHz"
WB2CIK,-73.415604,40.793438,"Melville",WB2CIK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.11,107.2,NFM,Public,AMATEUR,,,"offset=-1MHz"
W2RGM,-73.371582,40.81892,"DixHills",W2RGM,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.85,114.8,NFM,Public,AMATEUR,,,"offset=-1MHz"
KD1RJ,-73.205246,41.16695,"Bridgeport",KD1RJ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.59,77,NFM,Public,AMATEUR,,,"offset=-1MHz"
K1FFK,-73.108719,42.70055,"North",K1FFK,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Adams,162.2,NFM,Public,AMATEUR,,,"offset=53.23MHz"
W1OBQ,-73.058228,42.511478,"Windsor",W1OBQ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.19,,NFM,Public,AMATEUR,,,"offset=-1MHz"
N1RWE,-73.055511,41.221527,"Milford",N1RWE,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.27,77,NFM,Public,AMATEUR,,,"offset=-1MHz"
WA1IXU,-72.949493,41.671768,"Bristol",WA1IXU,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.05,162.2,NFM,Public,AMATEUR,,,"offset=-1MHz"
KA2RGI,-72.918892,40.83654,"Yaphank",KA2RGI,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.79,156.7,NFM,Public,AMATEUR,,,"offset=-1MHz"
KD1XP,-72.520393,42.380798,"Amherst",KD1XP,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.35,71.9,NFM,Public,AMATEUR,,,"offset=-1MHz"
W1HDN,-72.433395,41.76897,"Bolton",W1HDN,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.45,82.5,NFM,Public,AMATEUR,,,"offset=-1MHz"
N1PAH,-72.403679,42.39304,"Pelham",N1PAH,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.09,162.2,NFM,Public,AMATEUR,,,"offset=-1MHz"
W1GPO,-72.369011,41.87183,"Tolland",W1GPO,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.15,162.2,NFM,Public,AMATEUR,,,"offset=-1MHz"
K1JCL,-72.305138,41.770332,"Coventry",K1JCL,communications_transponder,,http://www.poi-factory.com/node/2227,,,,51.62,,NFM,Public,AMATEUR,,,"offset=-0.5MHz"
WA1ZYX,-72.278542,42.933659,"Keene",WA1ZYX,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.73,141.3,NFM,Public,AMATEUR,,,"offset=-1MHz"
K1IKE,-72.128983,41.449471,"Montville",K1IKE,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.41,156.7,NFM,Public,AMATEUR,,,"offset=-1MHz"
W1NLC,-72.100029,41.355862,"NewLondon",W1NLC,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.85,156.7,NFM,Public,AMATEUR,,,"offset=-1MHz"
KA1OXQ,-72.046707,42.351372,"Oakham",KA1OXQ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.67,123,NFM,Public,AMATEUR,,,"offset=-1MHz"
W1OBQ,-71.951912,42.87077,"Peterborough",W1OBQ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.19,203.5,NFM,Public,AMATEUR,,,"offset=-1MHz"
WC1MA,-71.877441,42.448769,"Princeton",WC1MA,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.31,,NFM,Public,AMATEUR,,,"offset=-1MHz"
N1IMO,-71.657921,42.73468,"Brookline",N1IMO,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.93,88.5,NFM,Public,AMATEUR,,,"offset=-1MHz"
W1VHF,-71.656403,41.631802,"West",W1VHF,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Greenwich,107.2,NFM,Public,AMATEUR,,,"offset=53.99MHz"
N1MNX,-71.588379,42.66629,"Pepperell",N1MNX,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.89,100,NFM,Public,AMATEUR,,,"offset=-1MHz"
W1BRI,-71.552162,42.34573,"Marlborough",W1BRI,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.81,71.9,NFM,Public,AMATEUR,,,"offset=-1MHz"
KA1OKQ,-71.538033,43.208141,"Concord",KA1OKQ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.59,71.9,NFM,Public,AMATEUR,,,"offset=-1MHz"
NE1B,-71.440231,42.764759,"Hudson",NE1B,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.13,100,NFM,Public,AMATEUR,,,"offset=-1MHz"
N1VQQ,-71.440231,42.764759,"Hudson",N1VQQ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.97,71.9,NFM,Public,AMATEUR,,,"offset=-1MHz"
W1OBQ,-71.425003,43.518902,"Sargent's",W1OBQ,communications_transponder,,http://www.poi-factory.com/node/2227,,,,Purchase,141.3,NFM,Public,AMATEUR,,,"offset=53.19MHz"
WA1NVC,-71.41684,42.279171,"Framingham",WA1NVC,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.27,71.9,NFM,Public,AMATEUR,,,"offset=-1MHz"
K1SI,-71.324829,42.73473,"Pelham",K1SI,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.41,127.3,NFM,Public,AMATEUR,,,"offset=-1MHz"
W1DC,-71.270691,42.558029,"Billerica",W1DC,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.07,71.9,NFM,Public,AMATEUR,,,"offset=-1MHz"
N1UEC,-71.250313,42.141171,"Walpole",N1UEC,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.85,71.9,NFM,Public,AMATEUR,,,"offset=-1MHz"
WA1HUD,-71.23587,42.3764,"Waltham",WA1HUD,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.25,71.9,NFM,Public,AMATEUR,,,"offset=-1MHz"
N1WPN,-71.078308,42.77631,"Haverhill",N1WPN,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.65,71.9,NFM,Public,AMATEUR,,,"offset=-1MHz"
K1USN,-71.004196,42.252529,"Quincy",K1USN,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.33,100,NFM,Public,AMATEUR,,,"offset=-1MHz"
W1SM,-70.94223,42.221008,"Weymouth",W1SM,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.03,,NFM,Public,AMATEUR,,,"offset=-1MHz"
K1AAM,-70.803673,43.878578,"Hiram",K1AAM,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.37,136.5,NFM,Public,AMATEUR,,,"offset=none"
K1AAM,-70.256119,43.661201,"Portland",K1AAM,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.57,103.5,NFM,Public,AMATEUR,,,"offset=none"
KA1SHU,-69.97702,44.30521,"Winthrop",KA1SHU,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.15,,NFM,Public,AMATEUR,,,"offset=none"
K1AAM,-69.943939,44.161659,"Litchfield",K1AAM,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.05,136.5,NFM,Public,AMATEUR,,,"offset=none"
KC1CG,-69.367867,44.273418,"Washington",KC1CG,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.55,91.5,NFM,Public,AMATEUR,,,"offset=none"
W1IMD,-69.294998,45.842602,"Woodstock",W1IMD,communications_transponder,,http://www.poi-factory.com/node/2227,,,,53.09,136.5,NFM,Public,AMATEUR,,,"offset=none"
